"PC","variance","pct_variance","cumulative_pct"
"PC1",1990.0057336256,10.5274598403724,10.5274598403724
"PC2",1339.28690359927,7.08504948208894,17.6125093224614
"PC3",1122.94721145019,5.94057668862188,23.5530860110832
"PC4",837.951786204368,4.43290369890688,27.9859897099901
"PC5",694.280543205511,3.67285903404492,31.658848744035
"PC6",503.129485869121,2.66163828952611,34.3204870335612
"PC7",444.756375079492,2.35283486790188,36.673321901463
"PC8",427.88699513967,2.26359305475147,38.9369149562145
"PC9",379.463943954974,2.00742709598991,40.9443420522044
"PC10",357.034925518432,1.88877387461478,42.8331159268192
"PC11",313.493474971918,1.6584323915353,44.4915483183545
"PC12",267.527271930387,1.41526356626137,45.9068118846159
"PC13",257.988104041268,1.36479978861169,47.2716116732275
"PC14",231.20011397188,1.22308688553076,48.4946985587583
"PC15",224.876546454631,1.1896341662944,49.6843327250527
"PC16",222.056336959267,1.17471479108748,50.8590475161402
"PC17",202.046149815569,1.06885758776685,51.927905103907
"PC18",194.808624337925,1.03056987958485,52.9584749834919
"PC19",190.869108375927,1.00972918783223,53.9682041713241
"PC20",175.956024864933,0.930836506718157,54.8990406780423
"PC21",170.324688211349,0.901045803371679,55.800086481414
"PC22",166.355448865355,0.88004786999606,56.68013435141
"PC23",162.505955687853,0.859683413679588,57.5398177650896
"PC24",155.658528836291,0.823459391822945,58.3632771569126
"PC25",151.969401068089,0.803943295075327,59.1672204519879
"PC26",146.79835419831,0.77658760090097,59.9438080528889
"PC27",140.942483503136,0.745609075295644,60.6894171281845
"PC28",138.859003053543,0.734587118730057,61.4240042469146
"PC29",136.742174897529,0.723388747275717,62.1473929941903
"PC30",128.921201329713,0.682014502088095,62.8294074962784
"PC31",123.547013961443,0.653584161040275,63.4829916573186
"PC32",122.016107027894,0.645485409870886,64.1284770671895
"PC33",119.883004843985,0.634200946114295,64.7626780133038
"PC34",117.413539636199,0.621137066265664,65.3838150795695
"PC35",113.994058097033,0.603047442718261,65.9868625222878
"PC36",111.298613035879,0.588788092027081,66.5756506143148
"PC37",109.946730371705,0.581636408885915,67.1572870232008
"PC38",105.990192124632,0.560705666426662,67.7179926896274
"PC39",103.906303106717,0.549681548467,68.2676742380944
"PC40",102.597993406304,0.54276037351904,68.8104346116134
"PC41",98.9627795921567,0.523529490515562,69.333964102129
"PC42",98.1383483803119,0.519168112893783,69.8531322150228
"PC43",95.3180827369251,0.504248440654526,70.3573806556773
"PC44",94.1029446675323,0.497820159062224,70.8552008147395
"PC45",91.9906886423864,0.486645974937239,71.3418467896768
"PC46",90.4822865560245,0.478666278135875,71.8205130678127
"PC47",89.7988418504827,0.475050742477292,72.2955638102899
"PC48",87.2883961222232,0.461770068889717,72.7573338791797
"PC49",86.4551118664456,0.457361857199627,73.2146957363793
"PC50",84.3896909833112,0.446435438730948,73.6611311751102
"PC51",83.7883861339672,0.443254436512549,74.1043856116228
"PC52",83.2121923464631,0.440206275969227,74.544591887592
"PC53",82.3496891819961,0.43564349141404,74.9802353790061
"PC54",81.1309913493058,0.429196378084461,75.4094317570905
"PC55",80.9586773204173,0.428284808339508,75.83771656543
"PC56",78.6548468593108,0.416097163726978,76.253813729157
"PC57",77.5814988468529,0.410418975013769,76.6642327041708
"PC58",77.2814710044768,0.408831778048335,77.0730644822191
"PC59",75.9505948160527,0.401791222642187,77.4748557048613
"PC60",75.0848029590962,0.397211040359182,77.8720667452205
"PC61",74.1596307312999,0.392316726082103,78.2643834713026
"PC62",73.5818922688522,0.389260393952559,78.6536438652551
"PC63",72.2271253775688,0.38209345277241,79.0357373180276
"PC64",71.7496597572452,0.379567580581099,79.4153048986087
"PC65",71.5265420752238,0.378387251098893,79.7936921497075
"PC66",69.9839116988369,0.370226480975701,80.1639186306832
"PC67",69.1531185322722,0.365831447560028,80.5297500782433
"PC68",68.8815202193316,0.364394647512731,80.894144725756
"PC69",68.0250843017426,0.359863959698157,81.2540086854542
"PC70",67.4531536531652,0.356838351865657,81.6108470373198
"PC71",66.6001760267845,0.352325958984206,81.963172996304
"PC72",66.3785495392776,0.351153518167897,82.3143265144719
"PC73",65.2539108168805,0.345203993106282,82.6595305075782
"PC74",64.5348272479155,0.34139992195903,83.0009304295372
"PC75",63.8010919903837,0.337518340953201,83.3384487704904
"PC76",63.4476629615546,0.335648642869145,83.6740974133596
"PC77",62.1242917478444,0.328647790021924,84.0027452033815
"PC78",61.500861628298,0.325349741460604,84.3280949448421
"PC79",60.5080765801128,0.320097744168189,84.6481926890103
"PC80",59.5239185847461,0.31489138541367,84.963084074424
"PC81",58.9138443164312,0.311663991516855,85.2747480659408
"PC82",58.2070419450692,0.307924889938471,85.5826729558793
"PC83",56.7229696690151,0.300073901862218,85.8827468577415
"PC84",56.6144537377008,0.29949983461726,86.1822466923588
"PC85",55.5787096682299,0.294020576988996,86.4762672693478
"PC86",54.9933342070588,0.290923843871654,86.7671911132194
"PC87",54.6509320544799,0.289112479788816,87.0563035930082
"PC88",54.3879607769003,0.287721318187061,87.3440249111953
"PC89",53.785613261004,0.284534800089954,87.6285597112852
"PC90",53.036187868008,0.280570215669512,87.9091299269548
"PC91",52.0804620642419,0.275514267916425,88.1846441948712
"PC92",51.1963604449136,0.270837223958703,88.4554814188299
"PC93",50.626079605246,0.267820343888515,88.7233017627184
"PC94",50.4883364298189,0.26709165968269,88.9903934224011
"PC95",49.8335369639974,0.263627662085369,89.2540210844865
"PC96",49.4451047115355,0.261572791152386,89.5155938756389
"PC97",48.7312495209757,0.257796378992624,89.7733902546315
"PC98",48.15888382227,0.254768469672909,90.0281587243044
"PC99",47.9918518218223,0.253884842733017,90.2820435670374
"PC100",47.2414216382645,0.249914942804129,90.5319585098415
"PC101",47.0740985716001,0.249029776075755,90.7809882859173
"PC102",46.7821801934006,0.247485479518598,91.0284737654359
"PC103",46.3555223502452,0.245228388881369,91.2737021543172
"PC104",45.5922299921038,0.241190445919186,91.5148926002364
"PC105",45.3143725867977,0.239720534236881,91.7546131344733
"PC106",44.8353325643203,0.237186333197483,91.9917994676708
"PC107",44.4445241396524,0.235118891920078,92.2269183595909
"PC108",44.0543850375931,0.2330549914701,92.459973351061
"PC109",43.3856069449653,0.229517044622363,92.6894903956834
"PC110",42.790679204984,0.226369778368428,92.9158601740518
"PC111",42.2677426851303,0.223603357589432,93.1394635316412
"PC112",41.8956605613438,0.221634981544431,93.3610985131856
"PC113",41.3482659709691,0.218739173522558,93.5798376867082
"PC114",41.2612681167419,0.218278940468401,93.7981166271766
"PC115",40.5020275009004,0.214262431893881,94.0123790590705
"PC116",40.2758005317922,0.213065653768143,94.2254447128386
"PC117",40.1100192560789,0.212188643369195,94.4376333562078
"PC118",39.5334162315718,0.209138317894365,94.6467716741022
"PC119",39.3826165109144,0.20834056240234,94.8551122365045
"PC120",39.0174882770608,0.206408973586525,95.061521210091
"PC121",38.2727936345021,0.202469415619225,95.2639906257103
"PC122",37.965580870054,0.200844209226334,95.4648348349366
"PC123",37.5885164444194,0.198849475979577,95.6636843109162
"PC124",37.5232103640531,0.198503996000915,95.8621883069171
"PC125",37.0937410266939,0.196232032093815,96.0584203390109
"PC126",37.0287380108246,0.195888155376525,96.2543084943874
"PC127",36.0580848849715,0.190753239617899,96.4450617340053
"PC128",35.6333203725254,0.188506165013624,96.633567899019
"PC129",35.465225715095,0.187616916442337,96.8211848154613
"PC130",35.199991829465,0.186213785269349,97.0073986007306
"PC131",34.4202829162578,0.182088996012579,97.1894875967432
"PC132",33.9090388861569,0.179384430440442,97.3688720271837
"PC133",33.6589343593969,0.178061336081029,97.5469333632647
"PC134",33.5375236767981,0.177419053466635,97.7243524167313
"PC135",32.6593165890386,0.172773192556941,97.8971256092883
"PC136",32.0125635298834,0.169351761783227,98.0664773710715
"PC137",31.6477412074638,0.167421791289551,98.233899162361
"PC138",31.1476036814302,0.16477598096297,98.398675143324
"PC139",31.0749167435612,0.164391455025981,98.56306659835
"PC140",30.2540036625581,0.160048688898895,98.7231152872489
"PC141",29.8077633080544,0.157688003534118,98.880803290783
"PC142",29.7660038487242,0.157467089079639,99.0382703798627
"PC143",29.1257643169508,0.154080115944299,99.1923504958069
"PC144",28.5218210828668,0.150885156233755,99.3432356520407
"PC145",27.672133224834,0.146390166771592,99.4896258188123
"PC146",26.3784065414759,0.139546138398539,99.6291719572108
"PC147",25.1632851779958,0.133117945183282,99.7622899023941
"PC148",24.1742415405144,0.127885740573001,99.8901756429671
"PC149",20.7600982099257,0.109824357032882,100
"PC150",2.68752969574665e-26,1.42174770975329e-28,100
